contentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
8.74837E+18,Voice Search Could Become Mainstream Within the Next 5 Years,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,Introducing Google Cloud Search: Bringing the power of Google Search to G Suite customers,Introducing Google Cloud Search: Bringing the power of Google Search to G Suite customers,Breaking: Apple's Search Ads go LIVE!,This 8-Page Website Generated Six-Figures in its First 8 Months - gaps
-8.9922E+18,15 Awesome Sublime Text Plugins For Web Development,15 Interesting JavaScript and CSS Libraries for October 2016,"The Languages, Frameworks and Tools You Should Learn in 2017",Command-line utilities,What to look for in a code review ,20 Awesome PHP Libraries For Early 2017
-5.82998E+18,"IoT Insurance: Trends in Home, Life & Auto Insurance Industries",Not Your Father's Insurance Industry - Insurance Thought Leadership,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,Relating a Problem Definition to IoT Architecture | Intel® Software,"Largest botnet attack in history peaks at over 1 terabits per second, aided by Internet of Things",Accenture and Adboe team on customer enegagement
-3.04061E+18,Things you probably didn't know you could do with Chrome's Developer Console,Road to Polymer 2.0,"What do you mean by ""Event-Driven""?","Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent",Communication Within an Android App With EventBus,Communication patterns in a Microservice world
6.19506E+18,Addressing Accessibility for the Web,My Approach to Mobile Accessibility Testing - Ministry of Testing,What to look for in a code review ,Can user-centered design steer you wrong?,The Complete Google Analytics Audit Checklist | Optimization Up,Engineering Digital Banking Solutions Using UX Methodology
8.28931E+18,"Have a Coke, take a photo and celebrate the Coke bottle's 100th anniversary using How-Old.net",How real businesses are using machine learning,How Coca-Cola Is Harvesting Innovation Energy From Startups,Machine Learning Is No Longer Just for Experts,Coca-Cola reportedly closes Founders startup incubator,Why Deep Learning Is Suddenly Changing Your Life
4.42841E+18,Introduction · Bitcoin para Programadores,Especialistas trazem tendências de UX para 2017 - KingHost,Black Friday salva o ano do e-commerce,O futuro das interfaces: Chatbots - Tableless,Desenvolvimento de Aplicativos Mobile com Xamarin -,Que novas oportunidades poderemos criar com Blockchain? - CIO
-8.68024E+18,"3 Industries That Will Be Transformed By AI, Machine Learning And Big Data In The Next Decade",The Competitive Landscape for Machine Intelligence,The Competitive Landscape for Machine Intelligence,Not Your Father's Insurance Industry - Insurance Thought Leadership,"Cross-industry innovations for agriculture | Deloitte Australia | Consumer & Industrial products, Technology",How CIOs Leverage Business Intelligence to Drive Smarter Decision-Making
-1.60942E+18,Comment: IBM's Apple deployment stats should be a lesson to enterprise companies everywhere,IBM now uses more Macs than any other company | Cult of Mac,"IBM deploying 1,300 Macs per week, Apple users need much less support than PC counterparts","Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year",Introducing Docker for Windows Server 2016 - Docker Blog,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element"
-8.48071E+18,Announcing new storage classes for Google Cloud Storage: simplifying the storage and management of hot and cold data,Google Cloud Platform sets a course for new horizons,Google's Cloud Machine Learning service is now in public beta,8 must-see sessions for application developers at Google Cloud Next '17,"Google Cloud Machine Learning family grows with new API, editions and pricing",Amazon EBS Update - New Elastic Volumes Change Everything | AWS Blog
7.11996E+17,[eBook] Enxugando a máquina - Paulo Caroli,Lean IT is all about people - o Lean na TI é focado em pessoas,TI Bimodal? Receita para o desastre...,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost
1.05987E+18,[Event] CuboTalks,Especialistas trazem tendências de UX para 2017 - KingHost,TI Bimodal? Receita para o desastre...,A saga do jovem CEO da Dasa,Facebook vai lançar sua nova rede social corporativa no mês que vem,Black Friday salva o ano do e-commerce
2.72584E+18,Micro Profile JavaEE com Wildfly Swarm,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Kotlin no Backend (Parte 2) :: Concrete Solutions,"SINAIS do FUTURO imediato: #1, internet das coisas",Usando o git add interativo,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento
5.90107E+18,Comprar roupas está ficando fora de moda no Reino Unido,Black Friday salva o ano do e-commerce,"SINAIS do FUTURO imediato: #1, internet das coisas",Especialistas trazem tendências de UX para 2017 - KingHost,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi
-3.29573E+18,[1312.4645v4] A Bayesian Approach to Graphical Record Linkage and De-duplication,IBM Seeks to Simplify Graph with New Titan Service,Graph-powered Machine Learning at Google,[1612.00380] Playing Doom with SLAM-Augmented Deep Reinforcement Learning,Java 8 Streams - A Deeper Approach About Performance Improvement,Save time with Quick Access in Drive
1.5368E+18,Future Of Consulting: Consultancies Adapt To Digital Change,Banking Needs a Customer Experience Wake-Up Call,Indian outsourcing specialists must reboot their strategies,Where is the bank's digital vision? - Chris Skinner's blog,Five things to include in your digital transformation playbook,Cognizant Named a Digital Transformation Leader in the Life Science Industry
-9.08985E+18,Here's how The White House wants the U.S. to approach AI R&D,Andrew Ng: What AI Can and Can't Do,Top 10 Hot Artificial Intelligence (AI) Technologies,"Facebook, Amazon, Google, IBM and Microsoft come together to create historic Partnership on AI",Democratizing AI,Money 20/20 Panel: Artificial Intelligence and Machine Learning
4.16421E+18,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,Google Cloud Platform sets a course for new horizons,"Docker - Build, Ship, and Run Any App, Anywhere",Google acquires Qwiklabs to teach developers cloud skills,Cloud Native Part 1: Definition,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications"
7.50661E+18,Assessing Salesforce's platform and ecosystem | ZDNet,Salesforce adds some artificial intelligence to customer service products,Build Apps Faster with Salesforce - Webinar,Google Cloud Platform sets a course for new horizons,Webinar Salesforce - Best Practices for Advanced Lightning Apps,Digital Leadership Is Not an Optional Part of Being a CEO
8.85617E+18,Para inovar é preciso mais do que boas ideias - Startupi,O que é benchmarking? Veja quando um concorrente se torna inspiração!,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"SINAIS do FUTURO imediato: #1, internet das coisas",25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
2.09609E+18,A publicidade sem ROI acaba de morrer: adapte-se ou junte-se a ela - Meio & Mensagem,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost,"SINAIS do FUTURO imediato: #1, internet das coisas","Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Para inovar é preciso mais do que boas ideias - Startupi
-7.66627E+18,"Como a inteligência artificial já muda mercados, da gastronomia ao petróleo - Startupi",Aplicações da Inteligência artificial | Endeavor Brasil,Especialistas trazem tendências de UX para 2017 - KingHost,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"SINAIS do FUTURO imediato: #1, internet das coisas"
1.18432E+18,Ask a Female Engineer: Joining a Startup,Introducing Ask a Female Engineer,Seniority,12 Agile principles,Why do you Fail at Growth Marketing and How to Solve it,Coca-Cola reportedly closes Founders startup incubator
9.04581E+18,A trip to Google's New York City Pop-Up Shop,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,Google's Cloud Machine Learning service is now in public beta,"Google saves Allo conversations, a win for machine learning but a loss for privacy - Tech2",This 8-Page Website Generated Six-Figures in its First 8 Months - gaps,Google's new translation software is almost as good as human translators
-3.25896E+18,Sophia Genetics chega à América Latina para democratizar a Data-Driven Medicine,A saga do jovem CEO da Dasa,"Reestruturada, Dasa vai abrir 50 pontos e negocia aquisições",Dasa compra rede de laboratórios SalomãoZoppi,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Especialistas trazem tendências de UX para 2017 - KingHost
8.19586E+18,Client-side ranking to more efficiently show people stories in feed,Facebook now flags and down-ranks fake news with help from outside fact checkers,Renewing Medium's focus,Scrum Community - Scrum Alliance,Don't Waste Your Time on Networking Events,This 8-Page Website Generated Six-Figures in its First 8 Months - gaps
7.13811E+18,"[Hangout] StartSe promove hangout gratuito com Caio Poli, do Nubank; inscreva-se",Nubank se pronuncia sobre possibilidade de ser fechado e decisão do BC; leia na íntegra,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,Nubank pode fechar as portas se BC confirmar mudança amanhã,Nova regra do Banco Central pode significar o fim do Nubank; entenda - IDG Now!
1.85198E+18,PICNIC,O que é liderança? Liderança é fazer a diversidade funcionar.,"SINAIS do FUTURO imediato: #1, internet das coisas","""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Para inovar é preciso mais do que boas ideias - Startupi,O que é benchmarking? Veja quando um concorrente se torna inspiração!
-4.56108E+18,Build Apps Faster with Salesforce - Webinar,Webinar Salesforce - Best Practices for Advanced Lightning Apps,Assessing Salesforce's platform and ecosystem | ZDNet,Salesforce adds some artificial intelligence to customer service products,Salesforce Architect Journey,Adobe Announces Cross-Device Co-op to Enable People-Based Marketing
3.05814E+18,Now we know how profitable Microsoft's cloud business is -and investors should be happy,Adobe and Microsoft Partner in the Azure Cloud to Help Businesses Transform Customer Engagement,"Microsoft Is Now 'Open By Default', Says Xamarin Founder Miguel de Icaza",Google Cloud Platform sets a course for new horizons,Assessing Salesforce's platform and ecosystem | ZDNet,"Google Cloud Machine Learning family grows with new API, editions and pricing"
5.96789E+18,Today in Apple history: World prepares for the NeXT Computer | Cult of Mac,Today in Apple history: Steve Jobs passes away | Cult of Mac,Today in Apple history: Steve Jobs passes away | Cult of Mac,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac,"R.I.P. David Bunnell, founder of MacWorld | Cult of Mac"
-4.33396E+18,Why Programmers Want Private Offices,Live asynchronously.,9 Rules of Open-Office Etiquette,7 Tips to Create a Company Learning Culture like Google - Without Resources,"Just shut up and let your devs concentrate, advises Stack Overflow CEO Joel Spolsky","Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack"
-1.52569E+18,Introducing JIRA Software for iPhone,[Tools] See how the JIRA Portfolio team uses JIRA Portfolio,Jira - A Necessary Evil?,4 essential how-tos for dealing with scope creep,12 Agile principles,Machine Learning Is No Longer Just for Experts
-4.58222E+18,Replace Lego's $190 Intelligent Brick with MIT's Scratch and a $40 Raspberry Pi,Mastering Bash and Terminal,The new 64-bit Orange Pi is a quad-core computer for $20,Home-Made Twitter and Gmail Notifications with PHP and Arduino,Command-line utilities,Asus ready to take bite of 'Pi' market with Tinker micro PC
9.20989E+18,Web Share API,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,O que é benchmarking? Veja quando um concorrente se torna inspiração!,O futuro das interfaces: Chatbots - Tableless,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-5.23174E+18,Google Tag Manager: Giving Mobile Tagging a Little Extra Love,What Google AMP Means for Every Marketer,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,The Complete Google Analytics Audit Checklist | Optimization Up,8 must-see sessions for application developers at Google Cloud Next '17,Tracking Multiple Categories in Google Analytics for Content Pages - E-Nor | Google Analytics Blog
-8.95435E+18,The technology behind preview photos,Optimizing the Performance of Vector Drawables - upday devs,New Amazon Linux Container Image for Cloud and On-Premises Workloads,Introducing the Open Images Dataset,ŷhat | Classifying handwritten digits using TensorFlow,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine"
2.53145E+18,"Where, how much, and how: Answering the hardest questions of resource allocation",Centrally manage all your Google Cloud resources with Cloud Resource Manager,The new tech talent you need to succeed in digital,The Ultimate Solution to Versioning REST APIs: Content Negotiation,3 Pillars of the Most Successful Tech Products,Why do you Fail at Growth Marketing and How to Solve it
-6.5116E+18,"Apple sends out invites for an October 27th event, hints that new Macs are coming",Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,IBM now uses more Macs than any other company | Cult of Mac,Apple Invites Media to 'Hello Again' October 27th Mac-Centric Event,"Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year",Today in Apple history: OS X Panther claws its way onto Macs | Cult of Mac
6.89287E+18,Adobe Announces Cross-Device Co-op to Enable People-Based Marketing,Adobe and Microsoft Partner in the Azure Cloud to Help Businesses Transform Customer Engagement,Accenture and Adboe team on customer enegagement,We are on the verge of a consumer M&A avalanche,Large CPGs are under attack by startups... and consumers are winning,The Sweet Way that Gamification Helps M&M's Boost Consumer Engagement - Gamification Co
2.64299E+18,Smartwatch sales are tanking,Review: Apple Watch Series 2 | MacMagazine.com.br,Taking the Apple Watch Nike+ for a spin,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac,Apple Has Created 'Detailed Mockups' of iMessage for Android
7.17445E+18,The Agile Design Team Maturity Scale | UX Magazine,12 Agile principles,Time to Re-Think Design Thinking,Moving the Drupal 8 workflow initiative along,Ask a Female Engineer: Joining a Startup,10 principles of business transformation
-3.07173E+18,Qual é a real diferença entre Data Storytelling e análise de dados? - CIO,Especialistas trazem tendências de UX para 2017 - KingHost,Gestão de Dados: 10 questões básicas sobre seu uso,O que é benchmarking? Veja quando um concorrente se torna inspiração!,CRO: crescimento com baixo investimento,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-8.58264E+18,Apple Has Created 'Detailed Mockups' of iMessage for Android,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,Support Ended for Eclipse Android Developer Tools,Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element",Today in Apple history: Steve Jobs passes away | Cult of Mac
6.04974E+18,Review: Apple Watch Series 2 | MacMagazine.com.br,"SINAIS do FUTURO imediato: #1, internet das coisas","Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,O que é benchmarking? Veja quando um concorrente se torna inspiração!
-1.24398E+18,Today in Apple history: OS X Panther claws its way onto Macs | Cult of Mac,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,Comment: IBM's Apple deployment stats should be a lesson to enterprise companies everywhere,IBM now uses more Macs than any other company | Cult of Mac,Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac,"Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year"
-6.11962E+18,Google Jamboard Is a Huge 4K Screen You Can Scribble On,"[Situation Wall] Jamboard - the whiteboard, reimagined for collaboration in the cloud",Google's Cloud Machine Learning service is now in public beta,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,8 must-see sessions for application developers at Google Cloud Next '17,4K movies come to the Google Play Movies & TV app
-1.17309E+18,AI can learn from data without ever having access to it,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element",Here's how The White House wants the U.S. to approach AI R&D,Andrew Ng: What AI Can and Can't Do,"AI Pioneer Yoshua Bengio Is Launching Element.AI, a Deep-Learning Incubator",Stop Coding Machine Learning Algorithms From Scratch - Machine Learning Mastery
5.77989E+18,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,O que é benchmarking? Veja quando um concorrente se torna inspiração!,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,O futuro das interfaces: Chatbots - Tableless,O manual do deboísta corporativo
5.27121E+18,9 Rules of Open-Office Etiquette,Live asynchronously.,Why Programmers Want Private Offices,6 New Tech Gadgets That Will Simplify Your Life in 2017,Seniority,Ask a Female Engineer: Joining a Startup
-3.06012E+18,Where is the bank's digital vision? - Chris Skinner's blog,Five things to include in your digital transformation playbook,Digital Tool as Strategic Enabler for Banking Transformation,Digital Leadership Is Not an Optional Part of Being a CEO,Rewiring Citi for the digital age,The new tech talent you need to succeed in digital
-4.30953E+18,Improvements coming to the Google Analytics desktop UI,The Complete Google Analytics Audit Checklist | Optimization Up,Tracking Multiple Categories in Google Analytics for Content Pages - E-Nor | Google Analytics Blog,Gartner Reprint,Google lança novos recursos para o Analytics,Lessons from Becoming a Data-Driven Organization
-6.59006E+18,Kotlin no Backend (Parte 2) :: Concrete Solutions,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,Introducing Kotlin support in Spring Framework 5.0,"Kotlin in Production - What works, Whats broken",Micro Profile JavaEE com Wildfly Swarm,"SINAIS do FUTURO imediato: #1, internet das coisas"
-4.8932E+18,The cynical bankers' trick: show me the money - Chris Skinner's blog,Where is the bank's digital vision? - Chris Skinner's blog,Rewiring Citi for the digital age,Five things to include in your digital transformation playbook,"Amazon looking to buy Capital One? "" Banking Technology",Digital Tool as Strategic Enabler for Banking Transformation
6.89217E+18,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element","IBM deploying 1,300 Macs per week, Apple users need much less support than PC counterparts",IBM now uses more Macs than any other company | Cult of Mac,"Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year",AI can learn from data without ever having access to it,Code.org 2016 Annual Report
-2.35864E+18,Apple Invites Media to 'Hello Again' October 27th Mac-Centric Event,New MacBook Pro is not a Laptop for Developers Anymore,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,"Apple sends out invites for an October 27th event, hints that new Macs are coming","Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year",IBM now uses more Macs than any other company | Cult of Mac
-3.07343E+18,Pesquisa do Google mostra a influência do digital no varejo brasileiro | Google Discovery,Black Friday salva o ano do e-commerce,Alibaba quebra recorde de vendas no Dia dos Solteiros - e-commerce,Citroën lança e-commerce de carros,Seguradoras divulgam resultados de 2016 - Apólice,Comprar roupas está ficando fora de moda no Reino Unido
7.81486E+18,New MacBook Pro is not a Laptop for Developers Anymore,Apple Invites Media to 'Hello Again' October 27th Mac-Centric Event,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,Chip Pro sequel to crowdsourced $9 computer sets its sights on gadget makers,Introducing Docker for Windows Server 2016 - Docker Blog,Today in Apple history: OS X Panther claws its way onto Macs | Cult of Mac
-7.38804E+18,Load Testing Our Site on Pantheon (Drupalize.me),What to look for in a code review ,Speed Up a WordPress Website in 8 Steps,The Complete Google Analytics Audit Checklist | Optimization Up,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine",13 Killer SEO Copywriting Tips (With Examples and A/B Tests)
8.94625E+18,Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,Today in Apple history: Steve Jobs passes away | Cult of Mac,Today in Apple history: Steve Jobs passes away | Cult of Mac,Today in Apple history: World prepares for the NeXT Computer | Cult of Mac,Apple Has Created 'Detailed Mockups' of iMessage for Android
4.70064E+18,The Original iPod Turns 15 Years Old,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac,Today in Apple history: Steve Jobs passes away | Cult of Mac,Today in Apple history: Steve Jobs passes away | Cult of Mac,Apple Has Created 'Detailed Mockups' of iMessage for Android
6.98517E+18,Free Online IDE and Terminal,Command-line utilities,Introducing the IBM Bluemix Garage Method Field Guide - Bluemix Blog,Mastering Bash and Terminal,Six iconic retailers and their digital transformation journeys,Google Cloud Platform sets a course for new horizons
4.81563E+18,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país","SINAIS do FUTURO imediato: #1, internet das coisas",A saga do jovem CEO da Dasa,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Nubank se pronuncia sobre possibilidade de ser fechado e decisão do BC; leia na íntegra,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-7.86679E+16,Build Quality In: The Key to Continuous Delivery in Kanban,10 principles of business transformation,12 Agile principles,Standing on the Shoulders of Giants - Built to Adapt,The new tech talent you need to succeed in digital,What Happens When No One and Everyone Owns a Product? - Built to Adapt
3.26271E+18,On Orchestrated Microservices - Built to Adapt,Standing on the Shoulders of Giants - Built to Adapt,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog,Using Microservices Architecture as API Enablement Strategy,Cloud Native Part 1: Definition,12 Agile principles
-8.60606E+18,"Kotlin in Production - What works, Whats broken",Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,Introducing Kotlin support in Spring Framework 5.0,How Kotlin became our primary language for Android - UPTech Team,"A Geospatial Messenger with Kotlin, Spring Boot and PostgreSQL",Kotlin no Backend (Parte 2) :: Concrete Solutions
-4.83131E+18,Standing on the Shoulders of Giants - Built to Adapt,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog,Using Microservices Architecture as API Enablement Strategy,12 Agile principles,On Orchestrated Microservices - Built to Adapt,Cloud Native Part 1: Definition
7.2027E+18,Combining Spring Boot and JDBI,Spring Boot 1.5.1 released,"A Geospatial Messenger with Kotlin, Spring Boot and PostgreSQL",Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog,Introducing Kotlin support in Spring Framework 5.0,Inversion of Control Containers and the Dependency Injection pattern
6.79749E+18,ŷhat | Classifying handwritten digits using TensorFlow,TensorFlow Tutorial- Part 1,Celebrating TensorFlow's First Year,"Practical advice for analysis of large, complex data sets",What to look for in a code review ,Introducing the Open Images Dataset
-6.57909E+18,"Who Owns Digital Transformation? According To A New Survey, It's Not The CIO",Banking Needs a Customer Experience Wake-Up Call,Five things to include in your digital transformation playbook,Cognizant Named a Digital Transformation Leader in the Life Science Industry,Digital Tool as Strategic Enabler for Banking Transformation,"Razorfish, US digital revenues, drag down Publicis"
2.54331E+18,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,"Kotlin in Production - What works, Whats broken",Introducing Kotlin support in Spring Framework 5.0,How Kotlin became our primary language for Android - UPTech Team,"A Geospatial Messenger with Kotlin, Spring Boot and PostgreSQL",Kotlin no Backend (Parte 2) :: Concrete Solutions
-6.53753E+18,"Just shut up and let your devs concentrate, advises Stack Overflow CEO Joel Spolsky",Why Programmers Want Private Offices,What's the Best Programming Language to Learn in 2017?,Seniority,Introducing Ask a Female Engineer,"Microsoft Is Now 'Open By Default', Says Xamarin Founder Miguel de Icaza"
1.64975E+18,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,"The Languages, Frameworks and Tools You Should Learn in 2017",Hype Driven Development,Hype Driven Development,"Onion Creates a $5 Linux Computer with Wi-Fi, Designed for IoT Applications"
-2.94054E+18,TensorFlow Tutorial- Part 1,Celebrating TensorFlow's First Year,ŷhat | Classifying handwritten digits using TensorFlow,Baidu Research grills AI models on deep learning,Machine Learning Is No Longer Just for Experts,The Competitive Landscape for Machine Intelligence
-3.30741E+18,An Overly Thorough Guide To Underused Android Libraries,Don't document your code. Code your documentation.,What to look for in a code review ,The hardest thing in computer science,Java 8 Streams - A Deeper Approach About Performance Improvement,Seniority
-2.44055E+18,Money 20/20 Panel: Artificial Intelligence and Machine Learning,Andrew Ng: What AI Can and Can't Do,Here's how The White House wants the U.S. to approach AI R&D,Top 10 Hot Artificial Intelligence (AI) Technologies,Democratizing AI,4 Blockchain Macro Trends: Where to Place Your Bets
-8.65742E+18,WebAssembly Browser Preview,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,"The Languages, Frameworks and Tools You Should Learn in 2017",Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,Browser Trends December 2016: Mobile Overtakes Desktop,Now sites can fingerprint you online even when you use multiple browsers
-8.61501E+18,Restb.ai: Why custom computer vision as a service makes sense | ZDNet,Why Deep Learning Is Suddenly Changing Your Life,Google DeepMind researchers built a deep-learning system capable of learning from very little data.,Introducing the Open Images Dataset,The Competitive Landscape for Machine Intelligence,The Competitive Landscape for Machine Intelligence
5.84704E+18,Elastic Stack 5.0.0 Released,A Data Engineer's Guide To Non-Traditional Data Storages,"The Languages, Frameworks and Tools You Should Learn in 2017",The Mobile Growth Stack: 2017 Edition - Mobile Growth Stack,What's the Best Programming Language to Learn in 2017?,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack
6.1873E+18,GPU Acceleration in Databricks,Baidu Research grills AI models on deep learning,Machine Learning Is No Longer Just for Experts,Why Deep Learning Is Suddenly Changing Your Life,Microsoft adds Python to deep learning toolkit,"Google Cloud Machine Learning family grows with new API, editions and pricing"
-5.63714E+18,"AI Pioneer Yoshua Bengio Is Launching Element.AI, a Deep-Learning Incubator",Why Deep Learning Is Suddenly Changing Your Life,Baidu Research grills AI models on deep learning,Andrew Ng: What AI Can and Can't Do,Here's how The White House wants the U.S. to approach AI R&D,Machine Learning Is No Longer Just for Experts
-7.13893E+17,"IBM deploying 1,300 Macs per week, Apple users need much less support than PC counterparts",IBM now uses more Macs than any other company | Cult of Mac,"Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year",Comment: IBM's Apple deployment stats should be a lesson to enterprise companies everywhere,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element",IBM Seeks to Simplify Graph with New Titan Service
-2.85522E+18,Support Ended for Eclipse Android Developer Tools,"Google anuncia Android Things, plataforma para a Internet das Coisas | Google Discovery",My experience with Google's Associate Android Developer Certification,Announcing updates to Google's Internet of Things platform: Android Things and Weave,Apple Has Created 'Detailed Mockups' of iMessage for Android,Expanding our IDE support with a new Eclipse plugin for App Engine
2.10656E+18,"Applying the Linus Torvalds ""Good Taste"" Coding Requirement",Java 8 Streams - A Deeper Approach About Performance Improvement,Don't document your code. Code your documentation.,What to look for in a code review ,The hardest thing in computer science,An Overly Thorough Guide To Underused Android Libraries
3.46513E+18,Hubble Contacts raises $7.2 million to deliver disposable lenses direct to consumers,Large CPGs are under attack by startups... and consumers are winning,Oculus acquires eye-tracking startup The Eye Tribe,Ask a Female Engineer: Joining a Startup,Six iconic retailers and their digital transformation journeys,3 Pillars of the Most Successful Tech Products
4.78082E+18,Introducing Google Cloud Shell's new code editor,How to use Docker to run ASP.NET Core apps on Google App Engine,8 must-see sessions for application developers at Google Cloud Next '17,Expanding our IDE support with a new Eclipse plugin for App Engine,[PayPal] Postos Shell adotam pagamento no smartphone,Google Cloud Platform sets a course for new horizons
-5.01171E+18,"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre","Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre",Seguradoras divulgam resultados de 2016 - Apólice,"Santander Brasil tem lucro gerencial de R$ 1,989 bi no 4º trimestre",Santander Brasil gera 21% do resultado da matriz no 4º trimestre,Dasa multiplica lucro em 6 vezes no terceiro trimestre
5.2586E+18,Machine Learning Is No Longer Just for Experts,How real businesses are using machine learning,Stop Coding Machine Learning Algorithms From Scratch - Machine Learning Mastery,The Best Advice From Quora on 'How to Learn Machine Learning',Google's Cloud Machine Learning service is now in public beta,"Google Cloud Machine Learning family grows with new API, editions and pricing"
